ID;Nombre;Nombre Propietario;Nombre Grupo;Comuna;Tipo Central;Nemotecnico;Descripcion;Estado (Operativa/En Pruebas / En Construccion);Nombre Embalse;Nombre Cuenca;11.1.1 Cantidad unidades generadoras;11.1.2 Puntos de conexión al SI a través de los cuales inyecta energía.;11.1.4 Potencia máxima bruta, para cada tipo de combustible que pueda operar;11.1.5 Consumos propios como % de la potencia máxima bruta;11.1.6 Capacidad máxima, Potencia neta efectiva;11.1.7 Potencia mínima técnica, para cada combustible que pueda operar;11.1.11 Fecha de entrada en operación;Clasificacion;Distribuidora;Diagrama PQ equivalente de la central;Tipo de conversión de energía;Convencional / ERNC;Medio de generacion según DS 244;11.1.38 Tipo;11.1.38 Región;11.1.8 Provincia;11.1.8 Comuna;11.1.38 Número de Comunas de Emplazamiento;11.1.38 Sala de Maquinas: Comuna;11.1.38 Bocatoma: Comuna;11.1.38 Represa: Comuna;11.1.38 Embalse Comuna 1;11.1.38 Embalse Comuna 2;11.1.38 Embalse Comuna 3;11.1.39 Coordenada este;11.1.39 Coordenada norte;11.1.39 Zona o huso [ej: 18H, 19J];11.1.40 Parámetros de partida y detención;Seguimiento;Tecnología;Área de paneles (m2);Modelo del panel;Generación anual de diseño (GWh);Inversión;Empresa;Fecha ingreso SEIA;Fecha de aprobación;LINK;
279;LAS PAMPAS;LAS PAMPAS;BIO ENERGIA LAS PAMPAS SPA;Pichidegua;Termoeléctricas;CE02G151;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR EL CARMEN;0,37;0;0,37;0;25-10-2013 0:00:00;ERNC;CGE;;;;PMGD;BIOGAS;LIBERTADOR GENERAL BERNARDO OHIGGINS;CACHAPOAL;PICHIDEGUA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;278453,0235;6194449,979;19H;;;;;;;;;;;;
280;PICHILONCO;PICHILONCO;PICHILONGO;Lago Ranco;Hidroeléctricas;CE02G174;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR 23KV PILMAIQUEN - MANTILHUE;1,2;4,166666667;1,15;;18-08-2014 0:00:00;ERNC;SAESA;;;;PMGD;Mini Hidráulica de Pasada;DE LOS RÍOS;RANCO;LAGO RANCO;1;LAGO RANCO;no aplica;no aplica;no aplica;no aplica;no aplica;727452,9811;5532286,976;18G;;;;;;;;;;;;
281;UCUQUER 2;UCUQUER DOS;ENERGIAS UCUQUER DOS S.A;Litueche;Eólicas;CE01G142;;Operativa;no aplica;no aplica;5;S/E MATANCILLA 13.2 KV;10,75;2,3;10,50275;;22-10-2014 0:00:00;ERNC;no aplica;;;;no aplica;EÓLICA;LIBERTADOR GENERAL BERNARDO OHIGGINS;CARDENAL CARO;LITUECHE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;257924,9995;6230005,018;19H;;;;;;;;;;;;
282;EÓLICA PUNTA PALMERAS;PUNTA PALMERAS;PUNTA PALMERAS S.A;Canela;Eólicas;CE01G144;;Operativa;no aplica;no aplica;15;S/E LAS PALMAS 220KV;45;0,656;44,7048;;19-11-2014 0:00:00;ERNC;no aplica;;;;no aplica;EÓLICA;COQUIMBO;CHOAPA;CANELA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;248506,9996;6541405,018;19J;;;;;;;;;;;;
283;EÓLICA TALTAL;PARQUE EÓLICO TALTAL;PARQUE EOLICO TAL TAL S.A.;Taltal;Eólicas;CE01G143;;Operativa;no aplica;no aplica;33;S/E CENTRAL PARQUE EÓLICO TALTAL 220KV;99;0,9;98,109;1,18;09/02/2015 12:00:00 a.m.;ERNC;no aplica;;;;no aplica;EÓLICA;ANTOFAGASTA;ANTOFAGASTA;TALTAL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;414421;7228198,011;19J;;;;;;;;;;;;
399;PARQUE SOLAR FINIS TERRAE;PER;PER;María Elena;Solares;CE01L130;;En Pruebas;no aplica;no aplica;1;S/E RANDE;138;0,5;137,31;1,25;;;;;;;no aplica;SOLAR;ANTOFAGASTA;TOCOPILLA;MARÍA ELENA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;445661,1438;7530254,476;19K;;Si;;;;;449000000;Helio Atacama Uno SpA; 30 de Marzo de 2012;9 de octubre de 2012;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=normal&id_expediente=6759999;
356;CONEJO SOLAR;CONEJO SOLAR;PATTERN ENERGY;Taltal;Solares;CE01G195;;Operativa;no aplica;no aplica;1;S/E CENTRAL CONEJO 220KV;104;0;104;;09/08/2016;ERNC;no aplica;PVS800 P_Q 1000KW CURVES SW7380 42C - 1400M;;;no aplica;SOLAR;ANTOFAGASTA;ANTOFAGASTA;TALTAL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;368053;7174101,012;19J;PENDIENTE;No;;;;;819000000;PATTERN CHILE DEVELOPMENT HOLDINGS SPA; 5 de Septiembre de 2013;8 de enero de 2014;;
286;LLAUQUEREO;LLEUQUEREO;HIDROELECTRICA LLAUQUEREO S.A;Santa Bárbara;Hidroeléctricas;CE01G147;PMG;Operativa;no aplica;no aplica;1;S/E PEUCHEN 220 KV;1,8;2,5;1,755;;07-08-2015;HIDRÁULICA;no aplica;;;;PMG;Mini Hidráulica de Pasada;BÍO BÍO;BÍO BÍO;SANTA BÁRBARA;1;SANTA BARBARA;no aplica;no aplica;no aplica;no aplica;no aplica;277070,9757;5839265,01;19H;;;;;;;;;;;;
287;LOS HIERROS 2;PORTEZUELO;EMPRESA ELECTRICA PORTEZUELO SpA;Colbún;Hidroeléctricas;CE01G145;Central de pasada;Operativa;no aplica;no aplica;1;S/E CENTRAL LOS HIERROS II 110KV;6,03;0,497512438;6;3,7;21-09-2015;HIDRÁULICA;no aplica;;;;no aplica;Mini Hidráulica de Pasada;MAULE;LINARES;COLBÚN;1;LINARES;no aplica;no aplica;no aplica;no aplica;no aplica;312243,9999;6031826,015;19H;;;;;;;;;;;;
349;QUILAPILÚN;CHUNGUNGO;CHUNGUNGO;Colina;Solares;CE01G188;;Operativa;no aplica;no aplica;no aplica;S/E QUILAPILUN 220KV;103,02;0;103,02;;09/03/2017;ERNC;no aplica;;;;no aplica;SOLAR;METROPOLITANA DE SANTIAGO;CHACABUCO;COLINA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;345853;6336248,013;19H;;Si;;1,96;;;256000000;Inversiones y Servicios SunEdison Chile Ltda;23 de junio de 2014;19 de junio de 2015;http://seia.sea.gob.cl/expediente/expedientesEvaluacion.php?modo=ficha&id_expediente=2129456381;
289;EÓLICA TALINAY PONIENTE;ELECTRICA PANGUIPULLI;E.E. PANGUIPULLI;Ovalle;Eólicas;CE05G006;;Operativa;no aplica;no aplica;32;S/E CENTRAL TALINAY ORIENTE 220KV;60,4;0,5;60,098;0,87;26-05-2015;ERNC;no aplica;;;;no aplica;EÓLICA;COQUIMBO;LIMARÍ;OVALLE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;251544,9948;6582676,997;19J;;;;;;;;;;;;
290;PULELFU;LA LEONERA;EMPRESA ELECTRICA LA LEONERA S.A.;Puyehue;Hidroeléctricas;CE01G148;;Operativa;no aplica;no aplica;2;TAP-OOF LINEA CAPULLO-AIHUAPI 66 KV;9;0,5;8,955;1,27;07/07/2016 12:00:00 a.m.;ERNC;no aplica;;;;PMG;Hidraulica Pasada;DE LOS LAGOS;OSORNO;PUYEHUE;1;PUYEHUE;no aplica;no aplica;no aplica;no aplica;no aplica;720504,0004;5478981,017;18G;;;;;;;;;;;;
291;ALTO RENAICO;MAINCO;MAINCO S.A.;Mulchén;Hidroeléctricas;CE02G113;PMG en pruebas;En Pruebas;no aplica;no aplica;1;TAP OFF ALTO RENAICO;1,393;8,133333333;1,378;0,22;PENDIENTE;ERNC;no aplica;ALTO RENAICO GENERADOR + CURVAS PQ AND EFFICIENCY;;;PMG;MINI HIDRÁULICA DE PASADA;BÍO BÍO;BÍO BÍO;MULCHÉN;1;MULCHEN;MULCHEN;no aplica;no aplica;no aplica;no aplica;728594,0004;5813182,018;18H;Informe-Técnico-PPyD-Central-Alto-Renaico;;;;;;;;;;;
292;LAJA 1;EMR;EOLICA MONTE REDONDO S.A.;Laja;Hidroeléctricas;CE02G050;;Operativa;no aplica;no aplica;2;S/E BUCALEMU 66KV;34,4;1;34,056;6,1;28-05-2015;HIDRÁULICA;no aplica;;Hidroeléctrica;ERNC;no aplica;HIDRAULICA PASADA;BÍO BÍO;BÍO BÍO;LAJA;1;LAJA;LAJA;LAJA;LAJA;no aplica;no aplica;719027,9773;5875098,994;18H;Ver anexo ID2339_Laja;;;;;;;;;;;
293;RÍO PICOIQUEN;HIDROANGOL;HIDROANGOL;Angol;Hidroeléctricas;CE01G150;;Operativa;no aplica;no aplica;2;SE PICOIQUEN 66KV;19,2;1,5;18,912;;13-08-2015;no aplica;no aplica;;;;no aplica;Mini Hidráulica de Pasada;ARAUCANÍA;MALLECO;ANGOL;1;ANGOL;no aplica;no aplica;no aplica;no aplica;no aplica;697738,484;5812507,615;18H;;;;;;;;;;;;
294;LOS GUINDOS;LOS GUINDOS;LOS GUINDOS GENERACION SpA;Cabrero;Termoeléctricas;CE01G149;;Operativa;no aplica;no aplica;1;SE LOS GUINDOS 220KV;139;0,5;138,305;60;30-07-15;no aplica;TRANSELEC;;;;no aplica;DIESEL;BÍO BÍO;BÍO BÍO;CABRERO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;740717,0048;5890368,056;18H;;;;;;;;;;;;
295;UCUQUER;UCUQUER;ENERGIAS UCUQUER S.A;Litueche;Eólicas;CE01G170;PMGD;Operativa;no aplica;no aplica;4;ALIMENTADOR LITUECHE;7,2;1,772727273;7,072363636;;03/01/2013 12:00:00 a.m.;ERNC;EMELECTRIC;;;;PMGD;EÓLICA;LIBERTADOR GENERAL BERNARDO OHIGGINS;CARDENAL CARO;LITUECHE;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;258988,9996;6229800,018;19H;;;;;;;;;;;;
296;ANCALÍ 1;AGRICOLA ANCALI;AGRICOLA ANCALI LTDA.;Los Angeles;Termoeléctricas;CE01G152;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR 23 KV LICURA;1,56;0;1,56;0;05/06/2013 12:00:00 a.m.;ERNC;CGE;;;;PMGD;Biogas;BÍO BÍO;BÍO BÍO;LOS ÁNGELES;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;738474,0372;5836290,061;18H;;;;;;;;;;;;
297;BIO CRUZ;BIOCRUZ GENERACIÓN;BIO CRUZ GENERACION;La Cruz;Termoeléctricas;CE01G153;PMGD;Operativa;no aplica;no aplica;4;S/E SAN PEDRO;5,3;1,89;5,2;0;U1 y U2: 29-08-2012, U3 y U4: 17-03-2018;TÉRMICA;CHILQUINTA;;;;PMGD;GAS NATURAL;VALPARAÍSO;QUILLOTA;LA CRUZ;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;591094;3911727,014;19F;no aplica;;;;;;;;;;;
298;BOQUIAMARGO;ELÉCTRICA SAN MIGUEL;ELECTRICA SAN MIGUEL;Alto Biobío;Hidroeléctricas;CE01G154;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR 23KV QUEUCO;1,1;0,909090909;0,99;0;19-05-2014 0:00:00;ERNC;COELCHA;;;;PMGD;Mini Hidráulica de Pasada;BÍO BÍO;;;1;ALTO BIOBIO;no aplica;no aplica;no aplica;no aplica;no aplica;;;;;;;;;;;;;;;
299;COLLIL;COLLIL;COLLIL;Chonchi;Hidroeléctricas;CE01G155;PMGD;Operativa;no aplica;no aplica;2;ALIMENTADOR CHONCHI CENTRO 23KV;7;0,042857143;6,997;;11/11/2014 12:00:00 a.m.;ERNC;SAESA-FRONTEL;;;;PMGD;Mini Hidráulica de Pasada;DE LOS LAGOS;CHILOÉ;CHONCHI;1;CHONCHI;no aplica;no aplica;no aplica;no aplica;no aplica;585467,9725;5283321,974;18G;;;;;;;;;;;;
300;DON WALTERIO;GENERHOM;GENERHOM;Río Bueno;Hidroeléctricas;CE01G069;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR PILMAIQUEN RUCATAYO;2,95;0,149588631;2,945587135;;25-04-2013 0:00:00;ERNC;COOPREL;;;;PMGD;Mini Hidráulica de Pasada;DE LOS RÍOS;;;1;RIO BUENO;no aplica;no aplica;no aplica;no aplica;no aplica;710322,9633;5507479,027;18G;;;;;;;;;;;;
301;LAS FLORES;LAS FLORES;HIDROELECTRICA LAS FLORES;Futrono;Hidroeléctricas;CE01G158;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR PICHIRROPULLI - FUTRONO 23 KV;1,6;12,5;1,4;;08/01/2015 12:00:00 a.m.;ERNC;SAESA;;;;PMGD;Mini Hidráulica de Pasada;DE LOS RÍOS;RANCO;FUTRONO;1;FUTRONO;no aplica;no aplica;no aplica;no aplica;no aplica;727958,0334;5557841,028;18G;;;;;;;;;;;;
302;LOS COLONOS;RIO PUMA;EMPRESA ELECTRICA RIO PUMA SPA;Puerto Octay;Hidroeléctricas;CE01G159;PMGD;Operativa;no aplica;no aplica;1;ESTRUCTURA N° 510649 LINEA DE MEDIA TENSION 13.2 KV DE LUZOSORNO;0,642;0,31152648;0,64;0;11/07/2014 12:00:00 a.m.;HIDRÁULICA;LUZ OSORNO;;;;PMGD;Mini Hidráulica de Pasada;DE LOS LAGOS;OSORNO;PUERTO OCTAY;1;PUERTO OCTAY;no aplica;no aplica;no aplica;no aplica;no aplica;694481,9904;5457880,011;18G;;;;;;;;;;;;
303;LOS PADRES;LOS PADRES HIDRO;LOS PADRES HIDRO;Quilleco;Hidroeléctricas;CE01G160;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR 23KV MAMPIL (COOPELAN);2,2;0,86500706;2,180969845;;22-05-2014 0:00:00;ERNC;COOPELAN;;;;PMGD;Mini Hidráulica de Pasada;BÍO BÍO;BÍO BÍO;QUILLECO;1;QUILLECO;no aplica;no aplica;no aplica;no aplica;no aplica;260890,9581;5843075,013;19H;;;;;;;;;;;;
304;MARÍA ELENA;MARÍA ELENA LTDA;MARIA ELENA;Puyehue;Hidroeléctricas;CE01G162;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR AIHUAPI - FUTACUIN 23 KV;0,305;6,56;0,284992;;14-11-2014 0:00:00;ERNC;LUZ OSORNO;;;;PMGD;Mini Hidráulica de Pasada;DE LOS LAGOS;;;1;PUYEHUE;no aplica;no aplica;no aplica;no aplica;no aplica;260890,9581;5843075,013;19;;;;;;;;;;;;
247;SOLAR LLANO DE LLAMPOS;AMANECER SOLAR;SAN ANDRÉS SPA;Copiapó;Solares;CE01G119;;Operativa;no aplica;no aplica;no aplica;S/E LLANO DE LLAMPOS 220KV;101,02;0;101,02;;30-04-2014 0:00:00;ERNC;no aplica;;;;no aplica;Solar;ATACAMA;COPIAPÓ;COPIAPÓ;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;383921;7000014,012;19J;;Si;policristalinas;1,9;MEMC/Sunedison de 330 Wp;;241000000;Inversiones y servicios Sunedison Chile limitada;15 de Noviembre de 2012;22 de mayo de 2013;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=7540029;
426;EL PELICANO;TOTAL SUNPOWER EL PELÍCANO;TOTAL SUNPOWER SpA;La Higuera;Solares;CE01G246;EN CONSTRUCCION;Operativa;no aplica;no aplica;118;S/E EL PELÍCANO 220KV;100;;;5;21-09-2017 0:00:00;SOLAR;;;;;no aplica;Fotovoltaica;COQUIMBO;ELQUI;LA HIGUERA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;316228,7595;6773585,284;19J;"Partida: radiación sobre 100w/m2 
Detención: Partida: radiación menor a 100w/m2";No;policristalinas;1,6;Hanwha Solar HSL 60;;212000000;AustrianSolar Chile Cinco SpA; 22 de Diciembre de 2013; 4 de marzo de 2015;http://seia.sea.gob.cl/expediente/expedientesEvaluacion.php?modo=ficha&id_expediente=2128971274;
490;CERRO DOMINADOR;ATACAMA GENERACION CHILE;ATACAMA GENERACION CHILE;María Elena;Solares;CE01G306;EN PRUEBAS;P;no aplica;no aplica;1;SE Cerro Dominador;100;;;;19-07-2018 0:00:00;ERNC;no aplica;Curvas P-Q.1.4 Inversor - IFX1000-PV Rev.1;;;no aplica;SOLAR;ANTOFAGASTA;TOCOPILLA;MARÍA ELENA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;451070;7478539;19 K;;;;;;;;;;;http://seia.sea.gob.cl/expediente/expedientesEvaluacion.php?modo=ficha&id_expediente=2128879352;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=2130634551
337;CARRERA PINTO;PARQUE EÓLICO RENAICO;ENEL GREEN POWER;Copiapó;Solares;CE02G180;;Operativa;no aplica;no aplica;no aplica;S/E CARRERA PINTO 220KV;93;2,5;90,675;0,53;"03/05/2016 BLOQUE I DE 20MW; 07/11/2016 BLOQUES II Y II CON 73MW";ERNC;no aplica;;;;no aplica;SOLAR;ATACAMA;COPIAPÓ;COPIAPÓ;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;413885;7012836,012;19J;;No;policristalinas;1,68;Canadian Solar CS6P-240M;;300000000;Parque Solar Carrera Pinto S.A.; 5 de Abril de 2013;29 de ago de 2013;http://seia.sea.gob.cl/archivos/864_Cap_3_Descripcion_de_Proyecto.pdf;
364;SANTIAGO SOLAR;SANTIAGO SOLAR;SANTIAGO SOLAR S.A.;Tiltil;Solares;CE01G203;EN PRUEBAS;Operativa;no aplica;no aplica;47;S/E CENTRAL SANTIAGO SOLAR 110KV;92,73;2,048959344;90,83;0,91;26-12-17;no aplica;no aplica;364_DIAGRAMA_PQ.xlsx;;;no aplica;Solar Fotovoltaico;METROPOLITANA DE SANTIAGO;CHACABUCO;TIL TIL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;326509,9663;6338084,974;19H;"Ver Anexo Tecnico ""346_PARTIDA_DETENCION.pdf""";No;policristalinas;; JKM310P-72;210;165000000;Santiago Solar S.A.;11 de junio de 2015; 1 de julio de 2016;http://seia.sea.gob.cl/expediente/expedientesEvaluacion.php?modo=ficha&id_expediente=2130530061;
310;EL CANELO;HIDROELÉCTRICA EL CANELO;HIDROELECTRICA EL MANZANO - EL CANELO;Melipeuco;Hidroeléctricas;CE02G176;PMGD;Operativa;no aplica;no aplica;2;S/E LICANCO;6,04;0;6,04;;07/05/2012 12:00:00 a.m.;ERNC;FRONTEL;;;;PMGD;Mini Hidráulica de Pasada;ARAUCANÍA;CAUTÍN;MELIPEUCO;1;MELIPEUCO;no aplica;no aplica;no aplica;no aplica;no aplica;260693,9805;5697410,039;19H;;;;;;;;;;;;
311;ENSENADA;HESA;HIDROELECTRICA ENSENADA S.A.;Puerto Varas;Hidroeléctricas;CE01G156;PMGD;Operativa;no aplica;no aplica;3;ALIMENTADOR PUERTO ROSALES;1,2;0;1,2;;23-05-2013 0:00:00;ERNC;CRELL;;;;PMGD;Mini Hidráulica de Pasada;DE LOS LAGOS;LLANQUIHUE;PUERTO VARAS;1;PUERTO VARAS;no aplica;no aplica;no aplica;no aplica;no aplica;705978,9952;5428143,045;18G;;;;;;;;;;;;
312;MAISAN;HIDROELÉCTRICA MAISÁN;HIDROELECTRICA MAISAN SPA;Pitrufquén;Hidroeléctricas;CE01G161;PMGD;Operativa;no aplica;no aplica;2;ALIMENTADOR COMUY;0,6;1,67;0,58998;;10/12/2013 12:00:00 a.m.;ERNC;FRONTEL;;;;PMGD;Mini Hidráulica de Pasada;ARAUCANÍA;;;1;PITRUFQUEN;no aplica;no aplica;no aplica;no aplica;no aplica;667355,9926;5668669,037;18H;;;;;;;;;;;;
313;ESTANCILLA;GENERADORA ESTANCILLA SPA;GENERADORA ESTANCILLA SPA;San Bernardo;Termoeléctricas;CE01G157;PMGD;Operativa;no aplica;no aplica;6;ALIMENTADOR LA CAPILLA 12 KV;2,88;0,520833333;2,868;2,865;01/10/2013 12:00:00 a.m.;TÉRMICA;CGE;;;;PMGD;DIESEL;METROPOLITANA DE SANTIAGO;MAIPO;SAN BERNARDO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;341216,0414;6274251,997;19H;;;;;;;;;;;;
332;PAMPA SOLAR NORTE;PARQUE EÓLICO RENAICO;ENEL GREEN POWER;Taltal;Solares;CE01G180;;Operativa;no aplica;no aplica;no aplica;S/E CACHIYUYAL 220KV;69,39;5,079665562;65,86522007;3;19/10/2016;ERNC;no aplica;;;;no aplica;SOLAR;ANTOFAGASTA;ANTOFAGASTA;TALTAL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;380663;7175314,012;19J;;Si;  ;;;;190260000;Helio Atacama Nueve Spa; 16 de Mayo de 2013;8 de noviembre de 2013;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=8177308;
315;EL ARRAYAN;EL ARRAYÁN;PATTERN ENERGY;Río Bueno;Hidroeléctricas;CE01G169;PMGD;Operativa;no aplica;no aplica;1;ALIMENTADOR PILMAIQUEN;0,15;0;0,15;0;22-05-2013 0:00:00;ERNC;SAESA;;;;PMGD;Mini Hidráulica de Pasada;DE LOS RÍOS;RANCO;RÍO BUENO;1;RIO BUENO;no aplica;no aplica;no aplica;no aplica;no aplica;714520,0131;5502762,044;18G;;;;;;;;;;;;
314;SOLAR JAVIERA;JAVIERA;JAVIERA SPA;Chañaral;Solares;CE01G168;;Operativa;no aplica;no aplica;1;S/E CENTRAL JAVIERA 110KV;69,018;8,284795271;63,3;;19/05/2015 12:00:00 a.m.;ERNC;no aplica;;;;no aplica;Solar;ATACAMA;CHAÑARAL;CHAÑARAL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;378889;7090428,012;19J;;Si;policristalinas;1,956;;;160000000;Inversiones y Servicios SunEdison Chile Limitada; 4 de Noviembre de 2013; 25 de febrero de 2014;http://seia.sea.gob.cl/expediente/ficha/fichaPrincipal.php?modo=ficha&id_expediente=2128768367;
